TIME;CO2;PM2,5;PM10;TEMPERATURE;HUMIDITY;CO2 CATEGORY;PM2,5 CATEGORY;PM10 CATEGORY;Status
2023-01-19T00:06:53+00:00;401;1,1;4,8;16,4;62,1449;GOOD;GOOD;GOOD;0
2023-01-19T00:07:55+00:00;403;1,2;3;16,4;62,145;GOOD;GOOD;GOOD;0
2023-01-19T00:08:58+00:00;398;1,2;2,6;16,4;62,1451;GOOD;GOOD;GOOD;0
2023-01-19T00:10:01+00:00;401;1,1;4;16,4;62,1452;GOOD;GOOD;GOOD;0
2023-01-19T00:11:04+00:00;400;1,4;4,5;16,4;62,1453;GOOD;GOOD;GOOD;0
2023-01-19T00:12:06+00:00;399;1;2,3;16,4;62,1454;GOOD;GOOD;GOOD;0
2023-01-19T00:13:09+00:00;399;1;3,4;16,4;62,1455;GOOD;GOOD;GOOD;0
2023-01-19T00:14:12+00:00;397;1,4;4,6;16,4;62,1456;GOOD;GOOD;GOOD;0
2023-01-19T00:15:15+00:00;400;1,1;3,2;16,4;62,1457;GOOD;GOOD;GOOD;0
2023-01-19T00:16:18+00:00;399;1,2;2,7;16,4;62,1458;GOOD;GOOD;GOOD;0
2023-01-19T00:17:20+00:00;409;1,1;2,5;16,4;62,1459;GOOD;GOOD;GOOD;0
2023-01-19T00:18:23+00:00;402;1,3;3,5;16,4;62,146;GOOD;GOOD;GOOD;0
2023-01-19T00:19:26+00:00;404;1,2;4,2;16,4;62,1461;GOOD;GOOD;GOOD;0
2023-01-19T00:20:29+00:00;404;1,3;3,5;16,4;62,1462;GOOD;GOOD;GOOD;0
2023-01-19T00:21:31+00:00;403;1,1;3,5;16,4;62,1463;GOOD;GOOD;GOOD;0
2023-01-19T00:23:42+00:00;401;1;3,2;16,4;62,1464;GOOD;GOOD;GOOD;0
2023-01-19T00:24:45+00:00;400;1,1;3,9;16,4;62,1465;GOOD;GOOD;GOOD;0
2023-01-19T00:25:47+00:00;403;1,1;4;16,4;62,1466;GOOD;GOOD;GOOD;0
2023-01-19T00:26:50+00:00;403;1,2;3,4;16,4;62,1467;GOOD;GOOD;GOOD;0
2023-01-19T00:27:53+00:00;401;1;3;16,4;62,1468;GOOD;GOOD;GOOD;0
2023-01-19T00:28:56+00:00;401;1;4,1;16,4;62,1469;GOOD;GOOD;GOOD;0
2023-01-19T00:29:59+00:00;400;1;2,9;16,4;62,147;GOOD;GOOD;GOOD;0
2023-01-19T00:31:02+00:00;399;1,1;3,3;16,4;62,1471;GOOD;GOOD;GOOD;0
2023-01-19T00:32:05+00:00;393;1;3,2;16,4;62,1472;GOOD;GOOD;GOOD;0
2023-01-19T00:33:07+00:00;392;0,9;2,2;16,4;62,1473;GOOD;GOOD;GOOD;0
2023-01-19T00:34:10+00:00;409;0,8;2,2;16,4;62,1474;GOOD;GOOD;GOOD;0
2023-01-19T00:35:13+00:00;403;0,9;2,4;16,5;62,1475;GOOD;GOOD;GOOD;0
2023-01-19T00:36:16+00:00;411;1,1;6,3;16,5;62,1476;GOOD;GOOD;GOOD;0
2023-01-19T00:37:18+00:00;408;1;3,3;16,5;62,1477;GOOD;GOOD;GOOD;0
2023-01-19T00:38:21+00:00;415;0,9;2,1;16,5;62,1478;GOOD;GOOD;GOOD;0
2023-01-19T00:39:24+00:00;422;0,9;2,5;16,5;62,1479;GOOD;GOOD;GOOD;0
2023-01-19T00:40:27+00:00;415;1,2;3,3;16,5;62,148;GOOD;GOOD;GOOD;0
2023-01-19T00:41:30+00:00;415;0,9;3,4;16,4;62,1481;GOOD;GOOD;GOOD;0
2023-01-19T00:42:32+00:00;415;1;2,1;16,4;62,1482;GOOD;GOOD;GOOD;0
2023-01-19T00:43:35+00:00;414;0,8;2,5;16,4;62,1483;GOOD;GOOD;GOOD;0
2023-01-19T00:44:38+00:00;415;0,9;3,4;16,4;62,1484;GOOD;GOOD;GOOD;0
2023-01-19T00:45:40+00:00;416;0,8;2,3;16,4;62,1485;GOOD;GOOD;GOOD;0
2023-01-19T00:46:43+00:00;416;0,8;2,5;16,4;62,1486;GOOD;GOOD;GOOD;0
2023-01-19T00:47:46+00:00;416;0,8;3,2;16,4;62,1487;GOOD;GOOD;GOOD;0
2023-01-19T00:48:49+00:00;416;1;2,9;16,4;62,1488;GOOD;GOOD;GOOD;0
2023-01-19T00:49:52+00:00;424;0,8;2,5;16,3;62,1489;GOOD;GOOD;GOOD;0
2023-01-19T00:50:55+00:00;416;1;2,3;16,4;62,149;GOOD;GOOD;GOOD;0
2023-01-19T00:51:58+00:00;415;0,9;2,9;16,3;62,1491;GOOD;GOOD;GOOD;0
2023-01-19T00:53:01+00:00;422;0,9;3,2;16,3;62,1492;GOOD;GOOD;GOOD;0
2023-01-19T00:54:03+00:00;416;1;2,6;16,3;62,1493;GOOD;GOOD;GOOD;0
2023-01-19T00:55:08+00:00;416;0,9;2,7;16,4;62,1494;GOOD;GOOD;GOOD;0
2023-01-19T00:56:09+00:00;415;0,7;1,8;16,3;62,1495;GOOD;GOOD;GOOD;0
2023-01-19T00:57:12+00:00;415;0,9;1,7;16,4;62,1496;GOOD;GOOD;GOOD;0
2023-01-19T00:58:14+00:00;421;1;3,6;16,4;62,1497;GOOD;GOOD;GOOD;0
2023-01-19T00:59:17+00:00;414;1;3,7;16,4;62,1498;GOOD;GOOD;GOOD;0
2023-01-19T01:00:20+00:00;420;0,8;2,5;16,4;62,1499;GOOD;GOOD;GOOD;0
2023-01-19T01:01:22+00:00;409;0,8;3;16,4;62,15;GOOD;GOOD;GOOD;0
2023-01-19T01:03:33+00:00;406;1,1;4,2;16,4;62,1501;GOOD;GOOD;GOOD;0
2023-01-19T01:04:36+00:00;406;0,9;2,7;16,4;62,1502;GOOD;GOOD;GOOD;0
2023-01-19T01:05:39+00:00;414;0,8;2,4;16,4;62,1503;GOOD;GOOD;GOOD;0
2023-01-19T01:06:41+00:00;403;0,9;3,9;16,4;62,1504;GOOD;GOOD;GOOD;0
2023-01-19T01:07:44+00:00;405;0,8;3,4;16,5;62,1505;GOOD;GOOD;GOOD;0
2023-01-19T01:08:47+00:00;406;1,1;4,5;16,4;62,1506;GOOD;GOOD;GOOD;0
2023-01-19T01:09:50+00:00;409;0,8;2,4;16,4;62,1507;GOOD;GOOD;GOOD;0
2023-01-19T01:10:52+00:00;405;0,7;2;16,4;62,1508;GOOD;GOOD;GOOD;0
2023-01-19T01:11:55+00:00;406;0,6;2,8;16,4;62,1509;GOOD;GOOD;GOOD;0
2023-01-19T01:12:58+00:00;403;0,9;4;16,4;62,151;GOOD;GOOD;GOOD;0
2023-01-19T01:14:01+00:00;406;1,2;2,4;16,4;62,1511;GOOD;GOOD;GOOD;0
2023-01-19T01:15:03+00:00;405;0,7;2,4;16,4;62,1512;GOOD;GOOD;GOOD;0
2023-01-19T01:16:06+00:00;404;0,9;2,3;16,4;62,1513;GOOD;GOOD;GOOD;0
2023-01-19T01:17:09+00:00;405;0,8;3,7;16,4;62,1514;GOOD;GOOD;GOOD;0
2023-01-19T01:18:12+00:00;405;1,2;6,4;16,4;62,1515;GOOD;GOOD;GOOD;0
2023-01-19T01:19:15+00:00;421;0,9;4,6;16,4;62,1516;GOOD;GOOD;GOOD;0
2023-01-19T01:20:18+00:00;413;0,9;4,8;16,4;62,1517;GOOD;GOOD;GOOD;0
2023-01-19T01:21:21+00:00;413;1,1;4,9;16,4;62,1518;GOOD;GOOD;GOOD;0
2023-01-19T01:22:24+00:00;410;1;4;16,4;62,1519;GOOD;GOOD;GOOD;0
2023-01-19T01:23:26+00:00;408;0,9;3;16,4;62,152;GOOD;GOOD;GOOD;0
2023-01-19T01:24:29+00:00;405;0,9;5,2;16,4;62,1521;GOOD;GOOD;GOOD;0
2023-01-19T01:25:32+00:00;410;0,7;2,5;16,4;62,1522;GOOD;GOOD;GOOD;0
2023-01-19T01:26:35+00:00;412;1,1;4,4;16,4;62,1523;GOOD;GOOD;GOOD;0
2023-01-19T01:27:38+00:00;412;0,8;4,2;16,4;62,1524;GOOD;GOOD;GOOD;0
2023-01-19T01:28:41+00:00;412;0,8;2,5;16,4;62,1525;GOOD;GOOD;GOOD;0
2023-01-19T01:29:44+00:00;414;0,9;3,4;16,4;62,1526;GOOD;GOOD;GOOD;0
2023-01-19T01:30:46+00:00;413;0,8;4,5;16,5;62,1527;GOOD;GOOD;GOOD;0
2023-01-19T01:31:49+00:00;414;1;4,5;16,5;62,1528;GOOD;GOOD;GOOD;0
2023-01-19T01:32:52+00:00;421;1;7,3;16,5;62,1529;GOOD;GOOD;GOOD;0
2023-01-19T01:33:55+00:00;415;0,8;3,6;16,5;62,153;GOOD;GOOD;GOOD;0
2023-01-19T01:34:58+00:00;422;0,8;4,1;16,5;62,1531;GOOD;GOOD;GOOD;0
2023-01-19T01:36:01+00:00;401;1;2,8;16,4;62,1532;GOOD;GOOD;GOOD;0
2023-01-19T01:37:04+00:00;408;0,7;4,6;16,4;62,1533;GOOD;GOOD;GOOD;0
2023-01-19T01:38:07+00:00;402;0,8;2,6;16,4;62,1534;GOOD;GOOD;GOOD;0
2023-01-19T01:39:09+00:00;403;0,8;2,5;16,4;62,1535;GOOD;GOOD;GOOD;0
2023-01-19T01:40:13+00:00;406;0,8;3,7;16,4;62,1536;GOOD;GOOD;GOOD;0
2023-01-19T01:41:15+00:00;414;0,7;1,9;16,4;62,1537;GOOD;GOOD;GOOD;0
2023-01-19T01:42:18+00:00;411;0,7;3,5;16,4;62,1538;GOOD;GOOD;GOOD;0
2023-01-19T01:43:21+00:00;411;0,7;2,3;16,4;62,1539;GOOD;GOOD;GOOD;0
2023-01-19T01:44:24+00:00;412;0,7;3,6;16,4;62,154;GOOD;GOOD;GOOD;0
2023-01-19T01:45:27+00:00;406;0,7;1,8;16,4;62,1541;GOOD;GOOD;GOOD;0
2023-01-19T01:46:29+00:00;412;0,9;2,2;16,4;62,1542;GOOD;GOOD;GOOD;0
2023-01-19T01:47:32+00:00;410;0,7;1,3;16,4;62,1543;GOOD;GOOD;GOOD;0
2023-01-19T01:48:35+00:00;411;0,6;2,9;16,4;62,1544;GOOD;GOOD;GOOD;0
2023-01-19T01:49:38+00:00;415;0,7;3,7;16,4;62,1545;GOOD;GOOD;GOOD;0
2023-01-19T01:50:41+00:00;413;0,6;2;16,4;62,1546;GOOD;GOOD;GOOD;0
2023-01-19T01:51:44+00:00;420;0,6;1,3;16,4;62,1547;GOOD;GOOD;GOOD;0
2023-01-19T01:52:46+00:00;417;0,6;1,3;16,4;62,1548;GOOD;GOOD;GOOD;0
2023-01-19T01:53:49+00:00;428;0,5;1,5;16,4;62,1549;GOOD;GOOD;GOOD;0
2023-01-19T01:54:52+00:00;439;0,5;1,4;16,4;62,155;GOOD;GOOD;GOOD;0
2023-01-19T01:55:55+00:00;448;0,4;1,3;16,4;62,1551;GOOD;GOOD;GOOD;0
2023-01-19T01:56:58+00:00;442;0,5;2,3;16,4;62,1552;GOOD;GOOD;GOOD;0
2023-01-19T01:58:01+00:00;442;0,5;1,5;16,4;62,1553;GOOD;GOOD;GOOD;0
2023-01-19T01:59:04+00:00;444;0,5;1;16,4;62,1554;GOOD;GOOD;GOOD;0
2023-01-19T02:00:07+00:00;449;0,6;1,7;16,4;62,1555;GOOD;GOOD;GOOD;0
2023-01-19T02:01:09+00:00;450;0,5;2,6;16,4;62,1556;GOOD;GOOD;GOOD;0
2023-01-19T02:02:12+00:00;444;0,6;1,3;16,4;62,1557;GOOD;GOOD;GOOD;0
2023-01-19T02:03:15+00:00;444;0,6;2,5;16,4;62,1558;GOOD;GOOD;GOOD;0
2023-01-19T02:04:18+00:00;445;0,3;0,8;16,4;62,1559;GOOD;GOOD;GOOD;0
2023-01-19T02:05:21+00:00;444;0,5;3,4;16,3;62,156;GOOD;GOOD;GOOD;0
2023-01-19T02:06:23+00:00;445;0,4;1,4;16,4;62,1561;GOOD;GOOD;GOOD;0
2023-01-19T02:07:26+00:00;445;0,6;2;16,4;62,1562;GOOD;GOOD;GOOD;0
2023-01-19T02:08:29+00:00;444;0,4;0,7;16,4;62,1563;GOOD;GOOD;GOOD;0
2023-01-19T02:09:32+00:00;444;0,4;1,7;16,3;62,1564;GOOD;GOOD;GOOD;0
2023-01-19T02:10:34+00:00;444;0,4;1,8;16,4;62,1565;GOOD;GOOD;GOOD;0
2023-01-19T02:11:38+00:00;445;0,4;1,9;16,4;62,1566;GOOD;GOOD;GOOD;0
2023-01-19T02:12:41+00:00;445;0,5;1,4;16,4;62,1567;GOOD;GOOD;GOOD;0
2023-01-19T02:13:43+00:00;445;0,4;1,9;16,3;62,1568;GOOD;GOOD;GOOD;0
2023-01-19T02:14:46+00:00;444;0,4;1,6;16,4;62,1569;GOOD;GOOD;GOOD;0
2023-01-19T02:15:49+00:00;444;0,4;1,2;16,4;62,157;GOOD;GOOD;GOOD;0
2023-01-19T02:16:52+00:00;445;0,3;0,5;16,3;62,1571;GOOD;GOOD;GOOD;0
2023-01-19T02:17:55+00:00;444;0,4;0,5;16,3;62,1572;GOOD;GOOD;GOOD;0
2023-01-19T02:18:58+00:00;445;0,3;0,7;16,4;62,1573;GOOD;GOOD;GOOD;0
2023-01-19T02:20:01+00:00;444;0,4;1,1;16,3;62,1574;GOOD;GOOD;GOOD;0
2023-01-19T02:21:03+00:00;446;0,4;0,5;16,3;62,1575;GOOD;GOOD;GOOD;0
2023-01-19T02:22:06+00:00;445;0,3;1;16,3;62,1576;GOOD;GOOD;GOOD;0
2023-01-19T02:23:10+00:00;451;0,4;1,3;16,3;62,1577;GOOD;GOOD;GOOD;0
2023-01-19T02:25:20+00:00;450;0,3;0,6;16,3;62,1578;GOOD;GOOD;GOOD;0
2023-01-19T02:26:23+00:00;444;0,4;1;16,4;62,1579;GOOD;GOOD;GOOD;0
2023-01-19T02:27:26+00:00;444;0,3;1,6;16,4;62,158;GOOD;GOOD;GOOD;0
2023-01-19T02:28:29+00:00;445;0,5;1,9;16,4;62,1581;GOOD;GOOD;GOOD;0
2023-01-19T02:29:32+00:00;444;0,6;1,9;16,4;62,1582;GOOD;GOOD;GOOD;0
2023-01-19T02:30:35+00:00;450;0,5;2,1;16,4;62,1583;GOOD;GOOD;GOOD;0
2023-01-19T02:31:38+00:00;444;0,4;1,9;16,4;62,1584;GOOD;GOOD;GOOD;0
2023-01-19T02:32:40+00:00;444;0,4;1,3;16,4;62,1585;GOOD;GOOD;GOOD;0
2023-01-19T02:33:43+00:00;445;0,7;3,7;16,4;62,1586;GOOD;GOOD;GOOD;0
2023-01-19T02:34:46+00:00;445;0,5;2,9;16,4;62,1587;GOOD;GOOD;GOOD;0
2023-01-19T02:35:49+00:00;451;0,5;2;16,4;62,1588;GOOD;GOOD;GOOD;0
2023-01-19T02:36:52+00:00;451;0,4;1,7;16,4;62,1589;GOOD;GOOD;GOOD;0
2023-01-19T02:37:55+00:00;445;0,4;1,5;16,4;62,159;GOOD;GOOD;GOOD;0
2023-01-19T02:38:57+00:00;444;0,4;1,3;16,4;62,1591;GOOD;GOOD;GOOD;0
2023-01-19T02:40:00+00:00;445;0,3;0,6;16,4;62,1592;GOOD;GOOD;GOOD;0
2023-01-19T02:41:03+00:00;444;0,3;1,7;16,3;62,1593;GOOD;GOOD;GOOD;0
2023-01-19T02:42:06+00:00;444;0,3;0,9;16,3;62,1594;GOOD;GOOD;GOOD;0
2023-01-19T02:43:09+00:00;444;0,4;0,9;16,3;62,1595;GOOD;GOOD;GOOD;0
2023-01-19T02:44:11+00:00;444;0,4;1,3;16,3;62,1596;GOOD;GOOD;GOOD;0
2023-01-19T02:45:14+00:00;445;0,3;0,9;16,3;62,1597;GOOD;GOOD;GOOD;0
2023-01-19T02:46:17+00:00;444;0,4;1,2;16,3;62,1598;GOOD;GOOD;GOOD;0
2023-01-19T02:47:20+00:00;445;0,4;1,1;16,3;62,1599;GOOD;GOOD;GOOD;0
2023-01-19T02:48:23+00:00;450;0,4;2,9;16,2;62,16;GOOD;GOOD;GOOD;0
2023-01-19T02:49:25+00:00;450;0,3;1,3;16,2;62,1601;GOOD;GOOD;GOOD;0
2023-01-19T02:50:28+00:00;444;0,5;1;16,2;62,1602;GOOD;GOOD;GOOD;0
2023-01-19T02:51:31+00:00;444;0,4;1;16,2;62,1603;GOOD;GOOD;GOOD;0
2023-01-19T02:52:34+00:00;444;0,5;1;16,2;62,1604;GOOD;GOOD;GOOD;0
2023-01-19T02:53:36+00:00;444;0,4;1,3;16,2;62,1605;GOOD;GOOD;GOOD;0
2023-01-19T02:54:39+00:00;444;0,3;1,1;16,2;62,1606;GOOD;GOOD;GOOD;0
2023-01-19T02:55:42+00:00;449;0,4;2,3;16,1;62,1607;GOOD;GOOD;GOOD;0
2023-01-19T02:56:45+00:00;444;0,5;2;16,1;62,1608;GOOD;GOOD;GOOD;0
2023-01-19T02:57:48+00:00;449;0,4;1,8;16,1;62,1609;GOOD;GOOD;GOOD;0
2023-01-19T02:58:51+00:00;444;0,5;3,3;16,1;62,161;GOOD;GOOD;GOOD;0
2023-01-19T02:59:54+00:00;442;0,4;1,5;16,2;62,1611;GOOD;GOOD;GOOD;0
2023-01-19T03:00:56+00:00;442;0,5;2,3;16,2;62,1612;GOOD;GOOD;GOOD;0
2023-01-19T03:01:59+00:00;444;0,5;3,6;16,2;62,1613;GOOD;GOOD;GOOD;0
2023-01-19T03:03:03+00:00;442;0,4;2,5;16,2;62,1614;GOOD;GOOD;GOOD;0
2023-01-19T03:05:13+00:00;442;0,5;1,6;16,2;62,1615;GOOD;GOOD;GOOD;0
2023-01-19T03:06:16+00:00;450;0,4;2,7;16,2;62,1616;GOOD;GOOD;GOOD;0
2023-01-19T03:07:19+00:00;444;0,3;1,8;16,2;62,1617;GOOD;GOOD;GOOD;0
2023-01-19T03:08:22+00:00;444;0,4;1;16,2;62,1618;GOOD;GOOD;GOOD;0
2023-01-19T03:09:25+00:00;442;0,4;2,2;16,2;62,1619;GOOD;GOOD;GOOD;0
2023-01-19T03:10:27+00:00;450;0,3;0,9;16,2;62,162;GOOD;GOOD;GOOD;0
2023-01-19T03:11:30+00:00;442;0,4;0,9;16,2;62,1621;GOOD;GOOD;GOOD;0
2023-01-19T03:12:33+00:00;449;0,4;2,3;16,3;62,1622;GOOD;GOOD;GOOD;0
2023-01-19T03:13:36+00:00;444;0,3;1,1;16,2;62,1623;GOOD;GOOD;GOOD;0
2023-01-19T03:14:39+00:00;450;0,3;0,3;16,2;62,1624;GOOD;GOOD;GOOD;0
2023-01-19T03:15:42+00:00;453;0,3;0,8;16,2;62,1625;GOOD;GOOD;GOOD;0
2023-01-19T03:16:45+00:00;444;0,3;1,1;16,2;62,1626;GOOD;GOOD;GOOD;0
2023-01-19T03:17:47+00:00;450;0,4;1,6;16,2;62,1627;GOOD;GOOD;GOOD;0
2023-01-19T03:18:50+00:00;444;0,5;0,7;16,2;62,1628;GOOD;GOOD;GOOD;0
2023-01-19T03:19:53+00:00;444;0,5;1,1;16,2;62,1629;GOOD;GOOD;GOOD;0
2023-01-19T03:20:56+00:00;449;0,3;0,8;16,2;62,163;GOOD;GOOD;GOOD;0
2023-01-19T03:21:59+00:00;442;0,4;1,7;16,2;62,1631;GOOD;GOOD;GOOD;0
2023-01-19T03:23:02+00:00;449;0,4;1,1;16,2;62,1632;GOOD;GOOD;GOOD;0
2023-01-19T03:24:04+00:00;442;0,2;0,3;16,2;62,1633;GOOD;GOOD;GOOD;0
2023-01-19T03:25:07+00:00;442;0,3;0,7;16,2;62,1634;GOOD;GOOD;GOOD;0
2023-01-19T03:26:10+00:00;441;0,4;0,4;16,2;62,1635;GOOD;GOOD;GOOD;0
2023-01-19T03:27:13+00:00;442;0,3;0,4;16,2;62,1636;GOOD;GOOD;GOOD;0
2023-01-19T03:28:15+00:00;442;0,4;0,8;16,3;62,1637;GOOD;GOOD;GOOD;0
2023-01-19T03:29:18+00:00;448;0,3;0,4;16,2;62,1638;GOOD;GOOD;GOOD;0
2023-01-19T03:30:21+00:00;441;0,3;1,2;16,2;62,1639;GOOD;GOOD;GOOD;0
2023-01-19T03:31:24+00:00;441;0,5;2;16,2;62,164;GOOD;GOOD;GOOD;0
2023-01-19T03:33:34+00:00;441;0,7;3,2;16,3;62,1641;GOOD;GOOD;GOOD;0
2023-01-19T03:34:37+00:00;441;0,5;3,7;16,2;62,1642;GOOD;GOOD;GOOD;0
2023-01-19T03:35:40+00:00;441;0,5;3,1;16,2;62,1643;GOOD;GOOD;GOOD;0
2023-01-19T03:36:43+00:00;441;0,3;2,5;16,3;62,1644;GOOD;GOOD;GOOD;0
2023-01-19T03:37:46+00:00;441;0,5;4,2;16,2;62,1645;GOOD;GOOD;GOOD;0
2023-01-19T03:38:49+00:00;441;0,4;1,8;16,3;62,1646;GOOD;GOOD;GOOD;0
2023-01-19T03:39:52+00:00;448;0,3;1,5;16,2;62,1647;GOOD;GOOD;GOOD;0
2023-01-19T03:40:55+00:00;441;0,3;1,6;16,2;62,1648;GOOD;GOOD;GOOD;0
2023-01-19T03:41:58+00:00;441;0,3;0,6;16,3;62,1649;GOOD;GOOD;GOOD;0
2023-01-19T03:43:00+00:00;441;0,5;2;16,2;62,165;GOOD;GOOD;GOOD;0
2023-01-19T03:44:03+00:00;441;0,4;2;16,2;62,1651;GOOD;GOOD;GOOD;0
2023-01-19T03:45:06+00:00;441;0,3;1,7;16,2;62,1652;GOOD;GOOD;GOOD;0
2023-01-19T03:46:09+00:00;441;0,3;1,5;16,2;62,1653;GOOD;GOOD;GOOD;0
2023-01-19T03:47:11+00:00;441;0,5;2;16,2;62,1654;GOOD;GOOD;GOOD;0
2023-01-19T03:48:14+00:00;441;0,5;2,3;16,2;62,1655;GOOD;GOOD;GOOD;0
2023-01-19T03:49:17+00:00;441;0,3;1,2;16,2;62,1656;GOOD;GOOD;GOOD;0
2023-01-19T03:50:20+00:00;441;0,4;0,7;16,2;62,1657;GOOD;GOOD;GOOD;0
2023-01-19T03:51:23+00:00;447;0,7;2,1;16,2;62,1658;GOOD;GOOD;GOOD;0
2023-01-19T03:52:26+00:00;441;0,3;0,5;16,2;62,1659;GOOD;GOOD;GOOD;0
2023-01-19T03:54:36+00:00;447;0,4;2,3;16,2;62,166;GOOD;GOOD;GOOD;0
2023-01-19T03:55:39+00:00;441;0,4;2,7;16,2;62,1661;GOOD;GOOD;GOOD;0
2023-01-19T03:56:42+00:00;441;0,4;1,5;16,2;62,1662;GOOD;GOOD;GOOD;0
2023-01-19T03:57:45+00:00;440;0,4;0,9;16,2;62,1663;GOOD;GOOD;GOOD;0
2023-01-19T03:58:47+00:00;447;0,3;0,7;16,1;62,1664;GOOD;GOOD;GOOD;0
2023-01-19T03:59:50+00:00;440;0,4;0,8;16,1;62,1665;GOOD;GOOD;GOOD;0
2023-01-19T04:02:01+00:00;441;0,5;1,5;16,1;62,1666;GOOD;GOOD;GOOD;0
2023-01-19T04:03:04+00:00;447;0,5;2,7;16,1;62,1667;GOOD;GOOD;GOOD;0
2023-01-19T04:04:06+00:00;440;0,4;3;16;62,1668;GOOD;GOOD;GOOD;0
2023-01-19T04:05:09+00:00;440;0,4;1,1;16;62,1669;GOOD;GOOD;GOOD;0
2023-01-19T04:06:12+00:00;440;0,7;1,6;16,1;62,167;GOOD;GOOD;GOOD;0
2023-01-19T04:07:15+00:00;439;0,5;2;16;62,1671;GOOD;GOOD;GOOD;0
2023-01-19T04:08:17+00:00;440;0,4;1,2;16,1;62,1672;GOOD;GOOD;GOOD;0
2023-01-19T04:09:20+00:00;446;0,4;1,5;16,1;62,1673;GOOD;GOOD;GOOD;0
2023-01-19T04:10:23+00:00;439;0,5;3;16,1;62,1674;GOOD;GOOD;GOOD;0
2023-01-19T04:11:26+00:00;439;0,7;3;16,1;62,1675;GOOD;GOOD;GOOD;0
2023-01-19T04:12:29+00:00;439;0,4;1,8;16,1;62,1676;GOOD;GOOD;GOOD;0
2023-01-19T04:13:31+00:00;446;0,4;1,2;16,1;62,1677;GOOD;GOOD;GOOD;0
2023-01-19T04:14:34+00:00;439;0,5;1,9;16,1;62,1678;GOOD;GOOD;GOOD;0
2023-01-19T04:15:37+00:00;446;0,4;1,5;16,1;62,1679;GOOD;GOOD;GOOD;0
2023-01-19T04:16:40+00:00;446;0,3;0,9;16,1;62,168;GOOD;GOOD;GOOD;0
2023-01-19T04:17:42+00:00;439;0,3;1;16,1;62,1681;GOOD;GOOD;GOOD;0
2023-01-19T04:18:45+00:00;439;0,4;1,1;16,1;62,1682;GOOD;GOOD;GOOD;0
2023-01-19T04:19:48+00:00;439;0,4;1,3;16,1;62,1683;GOOD;GOOD;GOOD;0
2023-01-19T04:20:51+00:00;439;0,3;1,6;16,1;62,1684;GOOD;GOOD;GOOD;0
2023-01-19T04:21:54+00:00;445;0,5;1,7;16,1;62,1685;GOOD;GOOD;GOOD;0
2023-01-19T04:24:05+00:00;445;0,9;9;16,1;62,1686;GOOD;GOOD;GOOD;0
2023-01-19T04:25:07+00:00;439;0,5;4,1;16,2;62,1687;GOOD;GOOD;GOOD;0
2023-01-19T04:26:10+00:00;438;0,8;12,4;16,2;62,1688;GOOD;GOOD;GOOD;0
2023-01-19T04:27:13+00:00;438;0,6;4,6;16,2;62,1689;GOOD;GOOD;GOOD;0
2023-01-19T04:28:16+00:00;438;0,7;6,2;16,2;62,169;GOOD;GOOD;GOOD;0
2023-01-19T04:29:19+00:00;438;0,7;6;16,2;62,1691;GOOD;GOOD;GOOD;0
2023-01-19T04:30:22+00:00;438;0,5;3,9;16,2;62,1692;GOOD;GOOD;GOOD;0
2023-01-19T04:31:24+00:00;438;10,3;14,9;16,2;62,1693;GOOD;GOOD;GOOD;0
2023-01-19T04:32:27+00:00;438;26,3;38;16,2;62,1694;GOOD;GOOD;GOOD;0
2023-01-19T04:33:30+00:00;438;19,4;31,7;16,3;62,1695;GOOD;GOOD;GOOD;0
2023-01-19T04:34:33+00:00;445;18,6;28,9;16,3;62,1696;GOOD;GOOD;GOOD;0
2023-01-19T04:35:36+00:00;440;9,1;17;16,3;62,1697;GOOD;GOOD;GOOD;0
2023-01-19T04:36:39+00:00;439;8,7;14,4;16,3;62,1698;GOOD;GOOD;GOOD;0
2023-01-19T04:37:41+00:00;440;16;25,9;16,3;62,1699;GOOD;GOOD;GOOD;0
2023-01-19T04:38:44+00:00;441;33,4;43,2;16,2;62,17;GOOD;GOOD;GOOD;0
2023-01-19T04:39:47+00:00;442;30,4;36;16;62,1701;GOOD;GOOD;GOOD;0
2023-01-19T04:40:50+00:00;441;27,7;34,5;15,9;62,1702;GOOD;GOOD;GOOD;0
2023-01-19T04:41:53+00:00;440;27,9;34,9;15,8;62,1703;GOOD;GOOD;GOOD;0
2023-01-19T04:42:56+00:00;441;25,4;36,2;15,9;62,1704;GOOD;GOOD;GOOD;0
2023-01-19T04:43:59+00:00;445;24,4;33,5;16;62,1705;GOOD;GOOD;GOOD;0
2023-01-19T04:45:01+00:00;438;23,4;29;16;62,1706;GOOD;GOOD;GOOD;0
2023-01-19T04:47:12+00:00;444;24,7;30;16,1;62,1707;GOOD;GOOD;GOOD;0
2023-01-19T04:48:15+00:00;442;21,8;24,6;16,1;62,1708;GOOD;GOOD;GOOD;0
2023-01-19T04:49:17+00:00;436;18,6;21,8;16,1;62,1709;GOOD;GOOD;GOOD;0
2023-01-19T04:50:20+00:00;436;14,1;18,9;16,1;62,171;GOOD;GOOD;GOOD;0
2023-01-19T04:51:23+00:00;442;14,2;18,3;16,1;62,1711;GOOD;GOOD;GOOD;0
2023-01-19T04:52:26+00:00;436;14,8;18,2;16,1;62,1712;GOOD;GOOD;GOOD;0
2023-01-19T04:53:29+00:00;448;16,4;27;16;62,1713;GOOD;GOOD;GOOD;0
